Date,ADS_Index
2019:01:08,-0.374917
2019:01:09,-0.388865
2019:01:10,-0.402979
2019:01:11,-0.417263
2019:01:12,-0.431724
2019:01:13,-0.446366
2019:01:14,-0.461081
2019:01:15,-0.475874
2019:01:16,-0.490751
2019:01:17,-0.505717
2019:01:18,-0.520778
2019:01:19,-0.535941
2019:01:20,-0.551211
2019:01:21,-0.565522
2019:01:22,-0.578881
2019:01:23,-0.591291
2019:01:24,-0.602759
2019:01:25,-0.613288
2019:01:26,-0.622883
2019:01:27,-0.631547
2019:01:28,-0.640267
2019:01:29,-0.649044
2019:01:30,-0.657884
2019:01:31,-0.666788
2019:02:01,-0.675762
2019:02:02,-0.683587
2019:02:03,-0.690267
2019:02:04,-0.695993
2019:02:05,-0.700768
2019:02:06,-0.704593
2019:02:07,-0.70747
2019:02:08,-0.7094
2019:02:09,-0.710384
2019:02:10,-0.710422
2019:02:11,-0.709929
2019:02:12,-0.708907
2019:02:13,-0.707354
2019:02:14,-0.705269
2019:02:15,-0.702652
2019:02:16,-0.699502
2019:02:17,-0.695817
2019:02:18,-0.690476
2019:02:19,-0.683478
2019:02:20,-0.674818
2019:02:21,-0.664494
2019:02:22,-0.652503
2019:02:23,-0.638838
2019:02:24,-0.623495
2019:02:25,-0.607123
2019:02:26,-0.589718
2019:02:27,-0.571271
2019:02:28,-0.551776
2019:03:01,-0.531224
2019:03:02,-0.512031
2019:03:03,-0.494187
2019:03:04,-0.47736
2019:03:05,-0.461545
2019:03:06,-0.446734
2019:03:07,-0.432921
2019:03:08,-0.420102
2019:03:09,-0.408272
2019:03:10,-0.397424
2019:03:11,-0.387908
2019:03:12,-0.37972
2019:03:13,-0.372855
2019:03:14,-0.367312
2019:03:15,-0.363088
2019:03:16,-0.360182
2019:03:17,-0.358592
2019:03:18,-0.358143
2019:03:19,-0.358833
2019:03:20,-0.360664
2019:03:21,-0.363635
2019:03:22,-0.367749
2019:03:23,-0.373006
2019:03:24,-0.379409
2019:03:25,-0.387195
2019:03:26,-0.396366
2019:03:27,-0.406927
2019:03:28,-0.418882
2019:03:29,-0.432235
2019:03:30,-0.446992
2019:03:31,-0.463158
2019:04:01,-0.480761
2019:04:02,-0.497691
2019:04:03,-0.513957
2019:04:04,-0.529565
2019:04:05,-0.544521
2019:04:06,-0.55883
2019:04:07,-0.572498
2019:04:08,-0.585187
2019:04:09,-0.596903
2019:04:10,-0.607649
2019:04:11,-0.61743
2019:04:12,-0.626249
2019:04:13,-0.634111
2019:04:14,-0.641019
2019:04:15,-0.645889
2019:04:16,-0.648725
2019:04:17,-0.649526
2019:04:18,-0.648295
2019:04:19,-0.645029
2019:04:20,-0.639729
2019:04:21,-0.632391
2019:04:22,-0.624021
2019:04:23,-0.614617
2019:04:24,-0.604173
2019:04:25,-0.592687
2019:04:26,-0.580153
2019:04:27,-0.566567
2019:04:28,-0.551923
2019:04:29,-0.536247
2019:04:30,-0.519533
2019:05:01,-0.501773
2019:05:02,-0.48429
2019:05:03,-0.467077
2019:05:04,-0.450127
2019:05:05,-0.433432
2019:05:06,-0.417609
2019:05:07,-0.402649
2019:05:08,-0.388547
2019:05:09,-0.375298
2019:05:10,-0.362896
2019:05:11,-0.351336
2019:05:12,-0.340615
2019:05:13,-0.330008
2019:05:14,-0.31951
2019:05:15,-0.309119
2019:05:16,-0.298829
2019:05:17,-0.288636
2019:05:18,-0.278537
2019:05:19,-0.268528
2019:05:20,-0.258412
2019:05:21,-0.248184
2019:05:22,-0.23784
2019:05:23,-0.227376
2019:05:24,-0.216789
2019:05:25,-0.206074
2019:05:26,-0.195227
2019:05:27,-0.184498
2019:05:28,-0.173884
2019:05:29,-0.16338
2019:05:30,-0.152982
2019:05:31,-0.142687
2019:06:01,-0.13249
2019:06:02,-0.123263
2019:06:03,-0.114904
2019:06:04,-0.107409
2019:06:05,-0.100776
2019:06:06,-0.0950023
2019:06:07,-0.0900852
2019:06:08,-0.0860229
2019:06:09,-0.0828137
2019:06:10,-0.080995
2019:06:11,-0.0805659
2019:06:12,-0.0815263
2019:06:13,-0.0838766
2019:06:14,-0.0876178
2019:06:15,-0.0927512
2019:06:16,-0.0992789
2019:06:17,-0.106039
2019:06:18,-0.113035
2019:06:19,-0.12027
2019:06:20,-0.127745
2019:06:21,-0.135464
2019:06:22,-0.143431
2019:06:23,-0.151647
2019:06:24,-0.161239
2019:06:25,-0.172209
2019:06:26,-0.184561
2019:06:27,-0.198302
2019:06:28,-0.213435
2019:06:29,-0.229968
2019:06:30,-0.247906
2019:07:01,-0.267416
2019:07:02,-0.285466
2019:07:03,-0.302064
2019:07:04,-0.317217
2019:07:05,-0.33093
2019:07:06,-0.343209
2019:07:07,-0.354058
2019:07:08,-0.363187
2019:07:09,-0.370599
2019:07:10,-0.376296
2019:07:11,-0.380281
2019:07:12,-0.382555
2019:07:13,-0.38312
2019:07:14,-0.381975
2019:07:15,-0.379351
2019:07:16,-0.375247
2019:07:17,-0.369661
2019:07:18,-0.362591
2019:07:19,-0.354034
2019:07:20,-0.343987
2019:07:21,-0.332446
2019:07:22,-0.318818
2019:07:23,-0.303096
2019:07:24,-0.285275
2019:07:25,-0.265349
2019:07:26,-0.243308
2019:07:27,-0.219145
2019:07:28,-0.192849
2019:07:29,-0.164476
2019:07:30,-0.134014
2019:07:31,-0.101451
2019:08:01,-0.0667742
2019:08:02,-0.0341113
2019:08:03,-0.00344942
2019:08:04,0.0252236
2019:08:05,0.052035
2019:08:06,0.0769952
2019:08:07,0.100114
2019:08:08,0.121401
2019:08:09,0.140864
2019:08:10,0.158511
2019:08:11,0.174349
2019:08:12,0.187993
2019:08:13,0.199449
2019:08:14,0.208721
2019:08:15,0.215812
2019:08:16,0.220727
2019:08:17,0.223465
2019:08:18,0.22403
2019:08:19,0.222914
2019:08:20,0.220117
2019:08:21,0.215639
2019:08:22,0.209477
2019:08:23,0.201628
2019:08:24,0.192091
2019:08:25,0.18086
2019:08:26,0.167749
2019:08:27,0.152751
2019:08:28,0.135862
2019:08:29,0.117073
2019:08:30,0.0963788
2019:08:31,0.07377
2019:09:01,0.0492381
2019:09:02,0.0244045
2019:09:03,-0.000740425
2019:09:04,-0.0262067
2019:09:05,-0.0520042
2019:09:06,-0.0781432
2019:09:07,-0.104634
2019:09:08,-0.131487
2019:09:09,-0.158472
2019:09:10,-0.185599
2019:09:11,-0.21288
2019:09:12,-0.240324
2019:09:13,-0.267943
2019:09:14,-0.295748
2019:09:15,-0.323749
2019:09:16,-0.35162
2019:09:17,-0.379372
2019:09:18,-0.407016
2019:09:19,-0.434562
2019:09:20,-0.462021
2019:09:21,-0.489405
2019:09:22,-0.516724
2019:09:23,-0.544095
2019:09:24,-0.571528
2019:09:25,-0.599035
2019:09:26,-0.626626
2019:09:27,-0.654312
2019:09:28,-0.682104
2019:09:29,-0.710013
2019:09:30,-0.738521
2019:10:01,-0.767639
2019:10:02,-0.794615
2019:10:03,-0.819459
2019:10:04,-0.842182
2019:10:05,-0.862791
2019:10:06,-0.881295
2019:10:07,-0.897179
2019:10:08,-0.910449
2019:10:09,-0.921111
2019:10:10,-0.929168
2019:10:11,-0.934624
2019:10:12,-0.937481
2019:10:13,-0.93774
2019:10:14,-0.935894
2019:10:15,-0.931941
2019:10:16,-0.925881
2019:10:17,-0.91771
2019:10:18,-0.907426
2019:10:19,-0.895025
2019:10:20,-0.880501
2019:10:21,-0.86339
2019:10:22,-0.843684
2019:10:23,-0.821375
2019:10:24,-0.796455
2019:10:25,-0.768915
2019:10:26,-0.738742
2019:10:27,-0.705926
2019:10:28,-0.670693
2019:10:29,-0.633029
2019:10:30,-0.592919
2019:10:31,-0.550348
2019:11:01,-0.505299
2019:11:02,-0.462925
2019:11:03,-0.423211
2019:11:04,-0.385475
2019:11:05,-0.349703
2019:11:06,-0.31588
2019:11:07,-0.283994
2019:11:08,-0.254031
2019:11:09,-0.22598
2019:11:10,-0.19983
2019:11:11,-0.176033
2019:11:12,-0.15458
2019:11:13,-0.135462
2019:11:14,-0.118672
2019:11:15,-0.104203
2019:11:16,-0.0920487
2019:11:17,-0.0822055
2019:11:18,-0.0751124
2019:11:19,-0.0707667
2019:11:20,-0.0691667
2019:11:21,-0.0703117
2019:11:22,-0.0742021
2019:11:23,-0.0808396
2019:11:24,-0.0902267
2019:11:25,-0.101567
2019:11:26,-0.114866
2019:11:27,-0.130128
2019:11:28,-0.147359
2019:11:29,-0.166566
2019:11:30,-0.187756
2019:12:01,-0.210939
2019:12:02,-0.232175
2019:12:03,-0.251473
2019:12:04,-0.26884
2019:12:05,-0.284283
2019:12:06,-0.297809
2019:12:07,-0.309422
2019:12:08,-0.319128
2019:12:09,-0.328144
2019:12:10,-0.336475
2019:12:11,-0.344123
2019:12:12,-0.351091
2019:12:13,-0.357382
2019:12:14,-0.362999
2019:12:15,-0.367944
2019:12:16,-0.372008
2019:12:17,-0.375194
2019:12:18,-0.377503
2019:12:19,-0.378935
2019:12:20,-0.379492
2019:12:21,-0.379173
2019:12:22,-0.377978
2019:12:23,-0.375595
2019:12:24,-0.372024
2019:12:25,-0.367263
2019:12:26,-0.361309
2019:12:27,-0.354162
2019:12:28,-0.345817
2019:12:29,-0.336272
2019:12:30,-0.325967
2019:12:31,-0.314899
2020:01:01,-0.303064
2020:01:02,-0.291272
2020:01:03,-0.279519
2020:01:04,-0.2678
2020:01:05,-0.256111
2020:01:06,-0.244721
2020:01:07,-0.233624
2020:01:08,-0.222817
2020:01:09,-0.212296
2020:01:10,-0.202056
2020:01:11,-0.192093
2020:01:12,-0.182403
2020:01:13,-0.171676
2020:01:14,-0.159908
2020:01:15,-0.147094
2020:01:16,-0.13323
2020:01:17,-0.118309
2020:01:18,-0.102326
2020:01:19,-0.0852741
2020:01:20,-0.0683422
2020:01:21,-0.0515233
2020:01:22,-0.0348109
2020:01:23,-0.0181983
2020:01:24,-0.00167906
2020:01:25,0.0147534
2020:01:26,0.0311055
2020:01:27,0.0478356
2020:01:28,0.0649503
2020:01:29,0.0824564
2020:01:30,0.100361
2020:01:31,0.11867
2020:02:01,0.137392
2020:02:02,0.14675
2020:02:03,0.146746
2020:02:04,0.137381
2020:02:05,0.118649
2020:02:06,0.0905444
2020:02:07,0.0530557
2020:02:08,0.00616821
2020:02:09,-0.0501365
2020:02:10,-0.115567
2020:02:11,-0.19015
2020:02:12,-0.273914
2020:02:13,-0.366892
2020:02:14,-0.469121
2020:02:15,-0.580641
2020:02:16,-0.701496
2020:02:17,-0.831599
2020:02:18,-0.971003
2020:02:19,-1.11976
2020:02:20,-1.27793
2020:02:21,-1.44558
2020:02:22,-1.62277
2020:02:23,-1.80957
2020:02:24,-2.00683
2020:02:25,-2.21463
2020:02:26,-2.43305
2020:02:27,-2.66218
2020:02:28,-2.90211
2020:02:29,-3.15293
2020:03:01,-3.41474
2020:03:02,-3.74002
2020:03:03,-4.12891
2020:03:04,-4.58156
2020:03:05,-5.09815
2020:03:06,-5.67887
2020:03:07,-6.32396
2020:03:08,-7.03368
2020:03:09,-7.8057
2020:03:10,-8.64035
2020:03:11,-9.53794
2020:03:12,-10.4988
2020:03:13,-11.5234
2020:03:14,-12.612
2020:03:15,-13.7652
2020:03:16,-14.8671
2020:03:17,-15.9183
2020:03:18,-16.9191
2020:03:19,-17.8699
2020:03:20,-18.7711
2020:03:21,-19.6231
2020:03:22,-20.4261
2020:03:23,-21.1605
2020:03:24,-21.8264
2020:03:25,-22.4242
2020:03:26,-22.954
2020:03:27,-23.4162
2020:03:28,-23.8108
2020:03:29,-24.138
2020:03:30,-24.5236
2020:03:31,-24.9677
2020:04:01,-25.4705
2020:04:02,-25.8702
2020:04:03,-26.1669
2020:04:04,-26.3609
2020:04:05,-26.452
2020:04:06,-26.5066
2020:04:07,-26.5244
2020:04:08,-26.5057
2020:04:09,-26.4503
2020:04:10,-26.3583
2020:04:11,-26.2295
2020:04:12,-26.0641
2020:04:13,-25.8359
2020:04:14,-25.545
2020:04:15,-25.1912
2020:04:16,-24.7744
2020:04:17,-24.2944
2020:04:18,-23.751
2020:04:19,-23.144
2020:04:20,-22.4774
2020:04:21,-21.751
2020:04:22,-20.9644
2020:04:23,-20.1174
2020:04:24,-19.2096
2020:04:25,-18.2407
2020:04:26,-17.2102
2020:04:27,-16.1131
2020:04:28,-14.9489
2020:04:29,-13.7172
2020:04:30,-12.4175
2020:05:01,-11.0492
2020:05:02,-9.74342
2020:05:03,-8.49959
2020:05:04,-7.30843
2020:05:05,-6.16948
2020:05:06,-5.0823
2020:05:07,-4.04644
2020:05:08,-3.06151
2020:05:09,-2.12713
2020:05:10,-1.24291
2020:05:11,-0.394626
2020:05:12,0.418057
2020:05:13,1.19546
2020:05:14,1.93789
2020:05:15,2.64563
2020:05:16,3.31897
2020:05:17,3.95817
2020:05:18,4.55947
2020:05:19,5.12309
2020:05:20,5.64926
2020:05:21,6.13819
2020:05:22,6.59007
2020:05:23,7.00508
2020:05:24,7.38338
2020:05:25,7.72391
2020:05:26,8.02679
2020:05:27,8.29215
2020:05:28,8.5201
2020:05:29,8.71071
2020:05:30,8.86407
2020:05:31,8.98024
2020:06:01,9.06893
2020:06:02,9.1483
2020:06:03,9.21839
2020:06:04,9.27923
2020:06:05,9.33083
2020:06:06,9.37321
2020:06:07,9.4064
2020:06:08,9.42864
2020:06:09,9.43993
2020:06:10,9.44028
2020:06:11,9.42968
2020:06:12,9.40814
2020:06:13,9.37564
2020:06:14,9.33218
2020:06:15,9.28193
2020:06:16,9.22487
2020:06:17,9.161
2020:06:18,9.09027
2020:06:19,9.01266
2020:06:20,8.92814
2020:06:21,8.83668
2020:06:22,8.73747
2020:06:23,8.63049
2020:06:24,8.51568
2020:06:25,8.39301
2020:06:26,8.26242
2020:06:27,8.12386
2020:06:28,7.97728
2020:06:29,7.82193
2020:06:30,7.65775
2020:07:01,7.48468
2020:07:02,7.31733
2020:07:03,7.15562
2020:07:04,6.9995
2020:07:05,6.8489
2020:07:06,6.7076
2020:07:07,6.57554
2020:07:08,6.45267
2020:07:09,6.33894
2020:07:10,6.23431
2020:07:11,6.13873
2020:07:12,6.05217
2020:07:13,5.96868
2020:07:14,5.88824
2020:07:15,5.81081
2020:07:16,5.73637
2020:07:17,5.66487
2020:07:18,5.5963
2020:07:19,5.53063
2020:07:20,5.46505
2020:07:21,5.39955
2020:07:22,5.33409
2020:07:23,5.26865
2020:07:24,5.20321
2020:07:25,5.13773
2020:07:26,5.0722
2020:07:27,5.0026
2020:07:28,4.92892
2020:07:29,4.85111
2020:07:30,4.76916
2020:07:31,4.68303
2020:08:01,4.59269
2020:08:02,4.49705
2020:08:03,4.39829
2020:08:04,4.29637
2020:08:05,4.19124
2020:08:06,4.08287
2020:08:07,3.97121
2020:08:08,3.85622
2020:08:09,3.73786
2020:08:10,3.625
2020:08:11,3.5176
2020:08:12,3.41562
2020:08:13,3.31902
2020:08:14,3.22776
2020:08:15,3.1418
2020:08:16,3.06111
2020:08:17,2.98138
2020:08:18,2.90258
2020:08:19,2.82467
2020:08:20,2.74762
2020:08:21,2.67141
2020:08:22,2.596
2020:08:23,2.52137
2020:08:24,2.4499
2020:08:25,2.38157
2020:08:26,2.31634
2020:08:27,2.2542
2020:08:28,2.19512
2020:08:29,2.13908
2020:08:30,2.08605
2020:08:31,2.03625
2020:09:01,1.98966
2020:09:02,1.94559
2020:09:03,1.90403
2020:09:04,1.86497
2020:09:05,1.82838
2020:09:06,1.79426
2020:09:07,1.76067
2020:09:08,1.72759
2020:09:09,1.69501
2020:09:10,1.66292
2020:09:11,1.63131
2020:09:12,1.60017
2020:09:13,1.56947
2020:09:14,1.54047
2020:09:15,1.51316
2020:09:16,1.48752
2020:09:17,1.46353
2020:09:18,1.44121
2020:09:19,1.42052
2020:09:20,1.40147
2020:09:21,1.38122
2020:09:22,1.35976
2020:09:23,1.33708
2020:09:24,1.31316
2020:09:25,1.28801
2020:09:26,1.26162
2020:09:27,1.23396
2020:09:28,1.20739
2020:09:29,1.18189
2020:09:30,1.15745
2020:10:01,1.13406
2020:10:02,1.11036
2020:10:03,1.08633
2020:10:04,1.06195
2020:10:05,1.04011
2020:10:06,1.02078
2020:10:07,1.00395
2020:10:08,0.989632
2020:10:09,0.977807
2020:10:10,0.968473
2020:10:11,0.961628
2020:10:12,0.953286
2020:10:13,0.943445
2020:10:14,0.9321
2020:10:15,0.919248
2020:10:16,0.904883
2020:10:17,0.888999
2020:10:18,0.871591
2020:10:19,0.852914
2020:10:20,0.832959
2020:10:21,0.81172
2020:10:22,0.789188
2020:10:23,0.765354
2020:10:24,0.740209
2020:10:25,0.713743
2020:10:26,0.687025
2020:10:27,0.660045
2020:10:28,0.632792
2020:10:29,0.605256
2020:10:30,0.577425
2020:10:31,0.54929
2020:11:01,0.520837
2020:11:02,0.491822
2020:11:03,0.462233
2020:11:04,0.432059
2020:11:05,0.401287
2020:11:06,0.369905
2020:11:07,0.337901
2020:11:08,0.305262
2020:11:09,0.273586
2020:11:10,0.24286
2020:11:11,0.213073
2020:11:12,0.184211
2020:11:13,0.156264
2020:11:14,0.129221
2020:11:15,0.103072
2020:11:16,0.0802359
2020:11:17,0.0607045
2020:11:18,0.0444699
2020:11:19,0.0315257
2020:11:20,0.0218669
2020:11:21,0.0154897
2020:11:22,0.0123915
2020:11:23,0.00759574
2020:11:24,0.00110044
2020:11:25,-0.00709693
2020:11:26,-0.0169996
2020:11:27,-0.0286114
2020:11:28,-0.041937
2020:11:29,-0.0569816
2020:11:30,-0.0651157
2020:12:01,-0.0663425
2020:12:02,-0.0612083
2020:12:03,-0.0497111
2020:12:04,-0.0318463
2020:12:05,-0.00760702
2020:12:06,0.0230164
2020:12:07,0.0546391
2020:12:08,0.0872735
2020:12:09,0.120933
2020:12:10,0.155629
2020:12:11,0.191378
2020:12:12,0.228191
2020:12:13,0.266085
2020:12:14,0.301308
2020:12:15,0.333874
2020:12:16,0.363795
2020:12:17,0.391084
2020:12:18,0.415751
2020:12:19,0.437805
2020:12:20,0.457257
2020:12:21,0.475361
2020:12:22,0.492124
2020:12:23,0.507554
2020:12:24,0.521657
2020:12:25,0.534437
2020:12:26,0.5459
2020:12:27,0.556051
2020:12:28,0.56812
2020:12:29,0.582111
2020:12:30,0.598031
2020:12:31,0.615885
2021:01:01,0.635681
2021:01:02,0.651937
2021:01:03,0.664659
2021:01:04,0.676484
2021:01:05,0.687417
2021:01:06,0.69746
2021:01:07,0.70662
2021:01:08,0.714899
2021:01:09,0.7223
2021:01:10,0.728826
2021:01:11,0.728552
2021:01:12,0.721477
2021:01:13,0.707599
2021:01:14,0.686912
2021:01:15,0.659408
2021:01:16,0.625077
2021:01:17,0.583904
2021:01:18,0.535831
2021:01:19,0.480839
2021:01:20,0.418907
2021:01:21,0.350009
2021:01:22,0.274119
2021:01:23,0.191207
2021:01:24,0.101241
2021:01:25,0.00628141
2021:01:26,-0.0937086
2021:01:27,-0.198768
2021:01:28,-0.308939
2021:01:29,-0.424265
2021:01:30,-0.54479
2021:01:31,-0.670563
2021:02:01,-0.801493
2021:02:02,-0.919834
2021:02:03,-1.02563
2021:02:04,-1.11893
2021:02:05,-1.19976
2021:02:06,-1.26816
2021:02:07,-1.32415
2021:02:08,-1.36866
2021:02:09,-1.4017
2021:02:10,-1.42328
2021:02:11,-1.43342
2021:02:12,-1.43211
2021:02:13,-1.41936
2021:02:14,-1.39516
2021:02:15,-1.36357
2021:02:16,-1.3246
2021:02:17,-1.27821
2021:02:18,-1.2244
2021:02:19,-1.16314
2021:02:20,-1.0944
2021:02:21,-1.01817
2021:02:22,-0.929829
2021:02:23,-0.829351
2021:02:24,-0.716695
2021:02:25,-0.591816
2021:02:26,-0.454666
2021:02:27,-0.30519
2021:02:28,-0.14333
2021:03:01,0.0305125
2021:03:02,0.196335
2021:03:03,0.354202
2021:03:04,0.504177
2021:03:05,0.646318
2021:03:06,0.780681
2021:03:07,0.90732
2021:03:08,1.02715
2021:03:09,1.14021
2021:03:10,1.24655
2021:03:11,1.34621
2021:03:12,1.43923
2021:03:13,1.52565
2021:03:14,1.6055
2021:03:15,1.67534
2021:03:16,1.73521
2021:03:17,1.78512
2021:03:18,1.8251
2021:03:19,1.85515
2021:03:20,1.87531
2021:03:21,1.88556
2021:03:22,1.89052
2021:03:23,1.89018
2021:03:24,1.88454
2021:03:25,1.87361
2021:03:26,1.85738
2021:03:27,1.83584
2021:03:28,1.80898
2021:03:29,1.77482
2021:03:30,1.73333
2021:03:31,1.6845
2021:04:01,1.62832
2021:04:02,1.57443
2021:04:03,1.5228
2021:04:04,1.47343
2021:04:05,1.42346
2021:04:06,1.37288
2021:04:07,1.32167
2021:04:08,1.2698
2021:04:09,1.21726
2021:04:10,1.16403
2021:04:11,1.11008
2021:04:12,1.0584
2021:04:13,1.00896
2021:04:14,0.961746
2021:04:15,0.916736
2021:04:16,0.873913
2021:04:17,0.833262
2021:04:18,0.794767
2021:04:19,0.758963
2021:04:20,0.725838
2021:04:21,0.695378
2021:04:22,0.667572
2021:04:23,0.642407
2021:04:24,0.619876
2021:04:25,0.599968
2021:04:26,0.579719
2021:04:27,0.55912
2021:04:28,0.538165
2021:04:29,0.516844
2021:04:30,0.495149
2021:05:01,0.473071
2021:05:02,0.450846
2021:05:03,0.429923
2021:05:04,0.410293
2021:05:05,0.391948
2021:05:06,0.374882
2021:05:07,0.359088
2021:05:08,0.344559
2021:05:09,0.331289
2021:05:10,0.319055
2021:05:11,0.307851
2021:05:12,0.297672
2021:05:13,0.288515
2021:05:14,0.280377
2021:05:15,0.273253
2021:05:16,0.267141
2021:05:17,0.262047
2021:05:18,0.25797
2021:05:19,0.254907
2021:05:20,0.252858
2021:05:21,0.251821
2021:05:22,0.251796
2021:05:23,0.252784
2021:05:24,0.255299
2021:05:25,0.259342
2021:05:26,0.264915
2021:05:27,0.272021
2021:05:28,0.280661
2021:05:29,0.290839
2021:05:30,0.30256
2021:05:31,0.316138
2021:06:01,0.331578
2021:06:02,0.346804
2021:06:03,0.361821
2021:06:04,0.376636
2021:06:05,0.391254
2021:06:06,0.405682
2021:06:07,0.420608
2021:06:08,0.43604
2021:06:09,0.451982
2021:06:10,0.468442
2021:06:11,0.485426
2021:06:12,0.50294
2021:06:13,0.520992
2021:06:14,0.538977
2021:06:15,0.556903
2021:06:16,0.574776
2021:06:17,0.592603
2021:06:18,0.610392
2021:06:19,0.62815
2021:06:20,0.645883
2021:06:21,0.661609
2021:06:22,0.675334
2021:06:23,0.687064
2021:06:24,0.696803
2021:06:25,0.704555
2021:06:26,0.710323
2021:06:27,0.71411
2021:06:28,0.718039
2021:06:29,0.722112
2021:06:30,0.726331
2021:07:01,0.730696
2021:07:02,0.733742
2021:07:03,0.735468
2021:07:04,0.735876
2021:07:05,0.733647
2021:07:06,0.728781
2021:07:07,0.721275
2021:07:08,0.711127
2021:07:09,0.698332
2021:07:10,0.682886
2021:07:11,0.664782
2021:07:12,0.647593
2021:07:13,0.631312
2021:07:14,0.615932
2021:07:15,0.601448
2021:07:16,0.587854
2021:07:17,0.575144
2021:07:18,0.563314
2021:07:19,0.549865
2021:07:20,0.534792
2021:07:21,0.518089
2021:07:22,0.499749
2021:07:23,0.479766
2021:07:24,0.458131
2021:07:25,0.434836
2021:07:26,0.410163
2021:07:27,0.3841
2021:07:28,0.356639
2021:07:29,0.327768
2021:07:30,0.297476
2021:07:31,0.265751
2021:08:01,0.23258
2021:08:02,0.199686
2021:08:03,0.167055
2021:08:04,0.134674
2021:08:05,0.102531
2021:08:06,0.0706128
2021:08:07,0.0389073
2021:08:08,0.00740174
2021:08:09,-0.0227402
2021:08:10,-0.0515305
2021:08:11,-0.0789805
2021:08:12,-0.105101
2021:08:13,-0.129902
2021:08:14,-0.153394
2021:08:15,-0.175585
2021:08:16,-0.197175
2021:08:17,-0.218174
2021:08:18,-0.238588
2021:08:19,-0.258426
2021:08:20,-0.277696
2021:08:21,-0.296405
2021:08:22,-0.314561
2021:08:23,-0.33215
2021:08:24,-0.349178
2021:08:25,-0.365653
2021:08:26,-0.381582
2021:08:27,-0.396969
2021:08:28,-0.411821
2021:08:29,-0.426145
2021:08:30,-0.440328
2021:08:31,-0.454376
2021:09:01,-0.468295
2021:09:02,-0.480069
2021:09:03,-0.489703
2021:09:04,-0.4972
2021:09:05,-0.502564
2021:09:06,-0.504866
2021:09:07,-0.504106
2021:09:08,-0.500285
2021:09:09,-0.4934
2021:09:10,-0.483449
2021:09:11,-0.470428
2021:09:12,-0.454333
2021:09:13,-0.434364
2021:09:14,-0.410513
2021:09:15,-0.382773
2021:09:16,-0.351131
2021:09:17,-0.315575
2021:09:18,-0.276091
2021:09:19,-0.232664
2021:09:20,-0.186167
2021:09:21,-0.136581
2021:09:22,-0.0838879
2021:09:23,-0.0280657
2021:09:24,0.0309072
2021:09:25,0.0930538
2021:09:26,0.158399
2021:09:27,0.224482
2021:09:28,0.29133
2021:09:29,0.358968
2021:09:30,0.427424
2021:10:01,0.496723
2021:10:02,0.561359
2021:10:03,0.621356
2021:10:04,0.678083
2021:10:05,0.731563
2021:10:06,0.781816
2021:10:07,0.828862
2021:10:08,0.87272
2021:10:09,0.913408
2021:10:10,0.95094
2021:10:11,0.986424
2021:10:12,1.01987
2021:10:13,1.0513
2021:10:14,1.08072
2021:10:15,1.10814
2021:10:16,1.13358
2021:10:17,1.15704
2021:10:18,1.17751
2021:10:19,1.19499
2021:10:20,1.20949
2021:10:21,1.22103
2021:10:22,1.2296
2021:10:23,1.2352
2021:10:24,1.23785
2021:10:25,1.23823
2021:10:26,1.23636
2021:10:27,1.23222
2021:10:28,1.22583
2021:10:29,1.21717
2021:10:30,1.20625
2021:10:31,1.19305
2021:11:01,1.17742
2021:11:02,1.16141
2021:11:03,1.14501
2021:11:04,1.12821
2021:11:05,1.111
2021:11:06,1.09338
2021:11:07,1.07535
2021:11:08,1.05718
2021:11:09,1.03887
2021:11:10,1.02041
2021:11:11,1.0018
2021:11:12,0.983018
2021:11:13,0.96407
2021:11:14,0.944943
2021:11:15,0.924614
2021:11:16,0.903073
2021:11:17,0.880312
2021:11:18,0.856323
2021:11:19,0.831096
2021:11:20,0.804621
2021:11:21,0.776887
2021:11:22,0.748921
2021:11:23,0.720712
2021:11:24,0.692248
2021:11:25,0.663519
2021:11:26,0.634513
2021:11:27,0.605218
2021:11:28,0.575624
2021:11:29,0.545103
2021:11:30,0.513643
2021:12:01,0.481231
2021:12:02,0.449046
2021:12:03,0.417072
2021:12:04,0.385299
2021:12:05,0.353714
2021:12:06,0.323805
2021:12:07,0.29556
2021:12:08,0.268968
2021:12:09,0.244018
2021:12:10,0.220702
2021:12:11,0.199009
2021:12:12,0.178931
2021:12:13,0.158879
2021:12:14,0.138845
2021:12:15,0.11882
2021:12:16,0.0987984
2021:12:17,0.0787707
2021:12:18,0.0587295
2021:12:19,0.0386667
2021:12:20,0.0184042
2021:12:21,-0.00206592
2021:12:22,-0.0227518
2021:12:23,-0.0436615
2021:12:24,-0.0648034
2021:12:25,-0.0861856
2021:12:26,-0.107817
2021:12:27,-0.127566
2021:12:28,-0.14544
2021:12:29,-0.161447
2021:12:30,-0.175593
2021:12:31,-0.187884
2022:01:01,-0.198324
2022:01:02,-0.206483
2022:01:03,-0.212699
2022:01:04,-0.216974
2022:01:05,-0.219311
2022:01:06,-0.219709
2022:01:07,-0.218169
2022:01:08,-0.21469
2022:01:09,-0.209272
2022:01:10,-0.203016
2022:01:11,-0.195919
2022:01:12,-0.187979
2022:01:13,-0.179193
2022:01:14,-0.169557
2022:01:15,-0.159068
2022:01:16,-0.147721
2022:01:17,-0.135688
2022:01:18,-0.122964
2022:01:19,-0.109543
2022:01:20,-0.0954217
2022:01:21,-0.0805932
2022:01:22,-0.0650519
